Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
DISTRICT 18 - SONOMA,SONOMA,CA4901195,MOORLAND AVENUE APARTMENTS,C,Private (other),4,64,NA,16-Aug,16-Aug,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,CA4910010,CSA,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.716746,38.399821,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GWP,1115,Community water system,NA,NA,NA,Not in top 50,Private ancillary,General purpose government,74.40699126092385,25.593008739076158,16.52569941444372,0,1.073519843851659,0,0,80.8067664281067,75925,29.75544458642213,70.24455541357784,72.27736305300964,0.31138651359282815,0.21965932767102517,0,0,24.225409386217418,90739.12648835735
DISTRICT 18 - SONOMA,SONOMA,CA4910202,SONOMA DEVELOPMENTAL CENTER,C,State,71,123,10/1/19,NA,19-Oct,Sonoma County Water Agency,CA4910020,Special Act District,"disinfection byproducts, HAA5",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.5192313,38.347162,Both,Excel data said disinfection byproduct for issue whereas partnership tool data said HAA5. Also excel data listed existing intertie for the funding mechanism,NA,No,No,2,Yes,SW,NA,SW,GW,0,Community water system,NA,NA,NA,NA,Public ancillary,Special district,43.66197183098591,56.33802816901409,67.31757451181912,0.8221993833504625,0.9249743062692704,1.5416238437821173,0,12.949640287769784,144219,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900855,WEST FIELD COMMUNITY,C,MHP,29,75,NA,16-Aug,16-Aug,"SONOMA, CITY OF",CA4910012,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.714815,38.39102,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,11923,Community water system,NA,NA,NA,Not in top 50,Private ancillary,General purpose government,49.46996466431096,50.53003533568905,52.67015706806283,3.769633507853403,0,0,0,41.46596858638743,67642,39.60755794812856,60.39244205187144,78.71846950190502,0.8358042926602293,2.3883765095134986,0,6.248911099964095e-4,15.790736406955762,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,19-Aug,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,34232,Community water system,NA,NA,NA,NA,Special district,Special district,10.865191146881289,89.13480885311871,90.12096774193549,2.1169354838709675,0,0,2.318548387096774,2.82258064516129,101776,31.273635610297422,68.7263643897026,78.58192744998442,2.5159585606791115,3.567503765744753,0.3738749930445685,0,10.918141788250319,NA
LPA39- El Dorado County,EL DORADO,CA0900636,TRUCKEE CREEK COTTAGES,NC,Private (other),30,6,8/9/17,NA,17-Aug,South Tahoe PUD,CA0910002,PUD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9949282,38.9222135,Both,"Rather than Coliform as the issue the yearly excel sheet has ""none"" listed",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,13.909774436090224,86.09022556390977,89.40936863543789,0,10.590631364562118,0,0,0,58269,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900548,MARK TWAIN MOTEL,NC,Private (other),21,25,8/9/17,NA,17-Aug,LAKESIDE PARK ASSOCIATION,CA0910019,PA,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9463988,38.9565733,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,1554,Community water system,139.5088374,1,1,NA,Private ancillary,Nonprofit private,77.08333333333334,22.916666666666664,59.5108695652174,0,0,0,0,40.48913043478261,32885,77.08333333333334,22.916666666666668,59.5108695652174,0,0,0,0,40.4891304347826,32885
LPA39- El Dorado County,EL DORADO,CA0900555,MATTERHORN INN,C,Private (other),2,40,11/27/17,NA,17-Nov,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.99845,38.917605,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,33.66398549,2,1,NA,Private ancillary,Special district,35.714285714285715,64.28571428571429,58.978328173374614,3.2507739938080498,3.7151702786377707,0,0,27.55417956656347,33704,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900586,A & A LAKE TAHOE INN,NC,Private (other),2,25,10/16/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,Bacteriological,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.963042,38.946206,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,42.4,57.599999999999994,32.82442748091603,0,5.2344601962922575,0,0,57.579062159214836,56222,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900666,SIESTA ARMS APARTMENTS,SSWS,Private (other),1,21,10/23/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9609658,38.9438742,Both,excel data said NP as system type,NA,No,No,2,Yes,NA,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,42.4,57.599999999999994,32.82442748091603,0,5.2344601962922575,0,0,57.579062159214836,56222,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/18,NA,18-Nov,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Private ancillary,Special district,68.80952380952381,31.19047619047619,39.01420217209691,0.2506265664160401,46.53299916457811,0,0,9.523809523809524,45769,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900646,AL TAHOE ELEM/STMS (WATER SYS),NTNC,School,6,1300,9/30/20,Sep.2020,20-Sep,South Tahoe PUD,CA0910002,PUD,"1,2,3-TCP; Nitrate; RTCR; Monitoring & Reporting",Multiple,0,1,1,0,0,DWR grant,Voluntary Consolidation,Physical,Voluntary,NA,-119.9752658,38.9347737,Both,"Shows up twice in excel in 2019 and 2020, issues listed in the 2019 and 2020 listings (but are different, addd all here) listed as none for issues in partnership data. Sep 2020 date retained since it matches partnership data. G",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,Public ancillary,Special district,67.74193548387096,32.25806451612903,57.88113695090439,0,0,2.3255813953488373,0,35.78811369509044,63315,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39- El Dorado County,EL DORADO,CA0900579,MIDWAY INN,NC,Private (other),2,40,10/30/20,NA,20-Oct,South Tahoe PUD - Main,CA0910002,PUD,"Arsenic, Management issues, failure to sample, TCR",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9483818,38.9518667,Both,"Shows up in 2019 and 2020 excel, in 2019 lists TCR issues and in partnership tool that is also what is listed. Other issues come from 2019 sheet.",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,1,NA,Private ancillary,Special district,96.8503937007874,3.149606299212598,19.577735124760075,0,22.648752399232247,0,0,52.783109404990405,NA,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA39 - EL DORADO COUNTY,EL DORADO,CA0900581,NATIONAL 9,NC,Private (other),2,63,10/15/21,NA,21-Oct,SOUTH TAHOE PUD - MAIN,CA0910002,PUD,LACK OF SECONDARY WATER SOURCE,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,NA,"Not in top 25 of CES set (up to 13,000 meters)",Private ancillary,Special district,96.8503937007874,3.149606299212598,19.577735124760075,0,22.648752399232247,0,0,52.783109404990405,NA,47.84749439430893,52.15250560569107,65.39467433940918,0.626072616167626,5.230646218140849,0.12078496831735518,0.07726589850930811,25.029243711298754,NA
LPA58 - NAPA COUNTY,NAPA,CA2801045,ST. CLEMENT VINEYARDS INC.,NC,Private (other),1,100,9/16/19,NA,19-Sep,"St. Helena, City of",CA2810004,City,"bacteriological, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.410826,38.487184,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6152,Community water system,2770.124538,4,NA,3,Private ancillary,General purpose government,19.844357976653697,80.1556420233463,45.16556291390729,0,0,0,0,40.397350993377486,137250,32.238379578017124,67.7616204219829,75.2233677782878,1.2685480370971356,2.038708615837148,0.1984611955816114,0,20.436929458763316,110744.46710650956
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,18-Jan,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"This I found in my own research for CWS paper, acquired by PUD in 2018. System ID number doesn't change","No records of change in ECM, would need to email LPA",No,No,NA,Yes,GW,GW,GW,GW,200,Community water system,NA,NA,NA,NA,IOU,Special district,12.195121951219512,87.8048780487805,100,0,0,0,0,0,NA,12.195121951219514,87.8048780487805,100,0,0,0,0,0,NA
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,18-Jan,NA,18-Jan,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/maddencreek,"Maybe this should be physical not mangerial, but there is no inactive Madden Creek WC, so it seems like that's what happened (not in ECM docs)",No,Yes,NA,Yes,NA,GW,GW,GW,300,Community water system,7878.382797,14,NA,NA,Nonprofit private,Special district,24.137931034482758,75.86206896551724,91.59891598915989,0,0.40650406504065045,0,0,5.420054200542006,111216,11.33974976657672,88.66025023342328,95.78455971551746,0,4.215440284482544,0,0,0,99368.85818675143
NA,PLACER,CA3110013,TAHOE CEDARS WATER COMPANY,C,IOU,1161,2775,NA,NA,18-Jan,TAHOE CITY PUD - TAHOE CEDARS,CA3110013,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/sites/default/files/documents/Water/Tahoe%20Cedars%20CCR%202017%20(FINAL).pdf,"No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,793,Community water system,NA,NA,NA,NA,IOU,Special district,18.38235294117647,81.61764705882352,93.3933933933934,0,6.606606606606606,0,0,0,64722,44.303139625599584,55.69686037440042,85.7094168070849,0,1.6882091082462716,7.528753147263361,0,0.011183476314581397,72063.39841577172
DISTRICT 18 - SONOMA,SONOMA,CA4901311,MARK WEST NEIGHBORHOOD CHURCH,NC,Private (other),3,60,10/18/18,NA,18-Oct,Town of Windsor,CA4910017,City,E. coli in source,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.778232,38.523685,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,13.793103448275861,86.20689655172413,62.46105919003115,0,3.8161993769470404,0,0.8566978193146416,27.41433021806853,40294,24.903979335602976,75.09602066439702,57.11616473702976,0.47633669141972357,2.028313496126555,0.8614188539143222,0.21842442010209334,35.383309028182744,NA
District 09- Sacramento,NEVADA,CA2905004,CALTRANS - DONNER PASS VIS,NTNC,State,1,125,9/28/18,NA,18-Sep,Truckee Donner PUD,CA2910003,PUD,None,None,0,0,0,0,0,Cal-Trans,Voluntary Consolidation,Physical,Voluntary,NA,-120.13248,39.362281,Both,Changed system type to match partnership tool. Was NC in excel,NA,No,No,2,Yes,GW,NA,GW,GW,36730,Community water system,NA,NA,NA,NA,Public ancillary,Special district,5.859375,94.140625,93.66602687140116,0,1.1516314779270633,0,0,5.182341650671785,123365,20.57436430946087,79.42563569053912,81.67342092128605,0,1.2242817617165116,0,0.46903180432148317,13.986705485855182,NA
District 19 - Tehachapi,KERN,CA1502664,STONYBROOK CORPORATION - LA PAZ,NTNC,Private (other),36,1,1/19/18,NA,18-Jan,UP-Keene Water System,CA1500371,IOU,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-118.559778,35.229808,Both,NA,NA,No,No,2,Yes,GWP,NA,GWP,GWP,208,Community water system,NA,NA,NA,NA,Private ancillary,IOU,3.2388663967611335,96.76113360323887,63.81118881118881,2.6223776223776225,3.3216783216783217,0,0,25.524475524475527,94150,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 23 - Fresno,FRESNO,CA1000285,WASHINGTON COLONY SCHOOL,NTNC,School,12,550,6/28/19,NA,19-Jun,East Authority JPA,CA1000221,JPA,"Gross Alpha, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/easton_jpa.pdf,-119.7885131,36.649475,Both,Web tool partnership data says none for issues but year downloaded sheets list gross alpha and 123TCP,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Non-Transient non-community system,231.371916,5,NA,Delt with name issue - they switched when they consolidated,Public ancillary,Special district,34.844192634560905,65.15580736543909,34.41108545034642,0,0.4618937644341801,0,0,64.2802155504234,76422,34.844192634560905,65.1558073654391,34.41108545034643,0,0.46189376443418023,0,0,64.28021555042342,76422
LPA56 - MONO COUNTY,MONO,CA2600633,WHITMORE POOL,NC,City,1,50,3/13/19,NA,19-Mar,Whitmore Ballfields,CA2600540,City,Bacteriological,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.81187,37.630097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,30,Transient non-community system,NA,NA,NA,NA,Public ancillary,Public ancillary,22.85012285012285,77.14987714987716,62.026239067055386,0,2.259475218658892,0,0,35.714285714285715,70781,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901387,SONOMA CUTRER,NC,Private (other),4,40,1/8/21,NA,21-Jan,"WINDSOR, TOWN OF",CA4910017,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.832536,38.498683,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,3198.658065,10,NA,NA,Private ancillary,General purpose government,26.46048109965636,73.53951890034365,73.71428571428571,0.19047619047619047,0.19047619047619047,10.952380952380953,0,14.952380952380953,103482,24.903979335602976,75.09602066439702,57.11616473702976,0.47633669141972357,2.028313496126555,0.8614188539143222,0.21842442010209334,35.383309028182744,NA
District 11 - Merced,MARIPOSA,CA2210518,YOSEMITE NPS - VERNAL FALLS,NC,Federal,2,3000,7/17/18,NA,18-Jul,YNP - Yosemite Valley,CA2210503,Federal,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3679494,37.86923614,Both,System type in yearly excel sheets listed at TNC,NA,No,No,2,Yes,SW,NA,SW,GW,1000,Community water system,21445.89801,2,NA,NA,Public ancillary,Public ancillary,71.73913043478261,28.26086956521739,70.83333333333334,6.770833333333333,3.90625,0,0,17.447916666666664,44773,71.73913043478262,28.260869565217394,70.83333333333334,6.770833333333334,3.906250000000001,0,0,17.447916666666668,44773
