Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,AC_PHONE_N,AC_EMAIL,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
DISTRICT 03 - MENDOCINO,LAKE,CA1700581,CACHE CREEK MOBILE HOME PARK,C,MHP,42,150,9/16/21,NA,21-Sep,KONOCTI COUNTY WATER DISTRICT,CA1710006,County Water District,Fire damage,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet - https://www.lakeconews.com/news/71893-state-awards-konocti-county-water-district-4-3-million-for-expansion-upgrades",NA,No,No,2,Yes,SW,NA,SW,SW,5928,Community water system,32.64285337,2,1,NA,Private ancillary,Special district,16535 DAM ROAD CLEARLAKE CA 95422,060330007022,"Block Group 2, Census Tract 7.02, Lake County, California",2030,617,828,385,0,13,0,13,7,16,0,13,1159,614,43656,4635,579,130,381,110,198,106,579,707-994-2561,konoctiwater@mchsi.com,961.2561284761766,NA,15.25772239383223,16.970206453960095,3053.465737180441,1350.3783715045183,96.48050922666516,0,1457.793271313828,961.2561284761766,618.6280501082208,342.6280783679558
LPA49 - LA COUNTY,LOS ANGELES,CA1900122,ENVIRONMENTAL CARE INDUSTRIES-VLY CREST,NTNC,Private (other),4,100,11/20/17,NA,17-Nov,LA - DWP,CA1910067,City,Periodic bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.404382,34.292631,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,4041284,Community water system,100.0084979,1,NA,NA,Private ancillary,General purpose government,"12087 LOPEZ CANYON RD, KAGEL CANYON, CA 91342-6063",060379304002,"Block Group 2, Census Tract 9304, Los Angeles County, California",532,108,192,83,43,57,0,13,44,43,0,13,253,90,126518,62631,161,36,137,32,24,15,161,800-342-5397,Razmik.manoukian@ladwp.com,1474120.025663264,NA,474547.50205129996,355303.54302491306,4132710.7929590023,1953415.0200452614,6392.928316360972,5087.797016744038,1206608.9160723707,1474120.025663264,549240.5351926878,924879.4904705746
LPA75 - SHASTA COUNTY,SHASTA,CA4500136,KLUB KLONDIKE,NC,Private (other),2,35,6/8/21,NA,21-Jun,LAKEHEAD SUBD MUTUAL WATER CO,CA4500016,MWC,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.382991,40.906146,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,162.0533923,1,1,NA,Private ancillary,Nonprofit private,21375 MAIN STREET LAKEHEAD CA 96051,060890125002,"Block Group 2, Census Tract 125, Shasta County, California",896,161,760,157,6,9,0,13,55,75,0,13,40,45,45792,12811,399,70,326,63,73,43,399,805-585-8385,johnromolo@gmail.com,0.059772862243453795,2737.118907852236,0.008239366975914684,8.988400337361473e-4,0.13422677837126468,0.005992266891574316,0,0,0.113853070939912,0.059772862243453795,0.04883697516633067,0.010935887077123126
District 01 - Klamath,TRINITY,CA5301003,LEWISTON PARK MWC,C,MWC,168,551,7/1/18,NA,18-Jul,Lewiston CSD,CA5301002,CSD,monitoring violation,TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-122.8101756,40.69910505,Both,Partnerships tool lists none for issues,NA,No,No,2,Yes,GW,NA,GW,SW,701,Community water system,822.2681184,3,NA,NA,Nonprofit private,Special district,415 3rd Ave. Lewiston CA 96052,061050001012,"Block Group 2, Census Tract 1.01, Trinity County, California",1365,308,1125,255,1,2,20,28,106,108,0,13,44,36,47098,4139,543,98,377,86,166,67,543,530-778-0306,meldeardorff@gmail.com,0.2996712327240025,14189.250737622138,0.008486958380943172,5.101962407988864e-5,0.7582842173046178,0.011481498144940032,0.13956991276297173,0,0.5797800831877958,0.2996712327240025,0.2080722629579166,0.09159896976608589
DISTRICT 16 - CENTRAL,LOS ANGELES,CA1910241,MESA CREST WATER COMPANY,C,Private (other),704,2323,NA,april.2020,20-Apr,LIBERTY UTILITIES - MESA CREST,CA1910241,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-118.1916567,34.2018983,Both,NA,NA,No,No,NA,Yes,NA,SWP,SWP,SWP,2336,Community water system,1019.09622,3,NA,NA,Private - type unknown,IOU,4532 Rinetti Ln La Canada Flintridge CA 91011,060374605022,"Block Group 2, Census Tract 4605.02, Los Angeles County, California",1723,729,957,709,12,20,0,13,580,230,0,13,103,79,250001,NA,439,151,407,151,32,30,439,562-805-2105,FRANK.HELDMAN@LIBERTYUTILITIES.COM,482.8085175033013,83416728.50475277,563.5308066102374,3.1424286862341604,1472.383487054087,98.97023111278673,0,0.12914090491373262,721.0575344545681,482.8085175033013,431.19681341982533,51.6117040834759
NA,SAN BERNARDINO,CA3600010,APPLE VALLEY RANCHOS WC,C,IOU,49,170,NA,NA,16-Jan,LIBERTY UTILITIES APPLE VALLEY,CA3600010,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Early 2016 acquisition, was a private water co bought and now a IOU","No records of change in ECM, would need to email LPA",No,Yes,NA,Park WC,NA,GW,GW,GW,170,Community water system,11895.45411,20,NA,NA,IOU,IOU,21760 OTTAWA RD APPLE VALLEY CA 92307,060710097121,"Block Group 1, Census Tract 97.12, San Bernardino County, California",602,196,296,123,57,85,25,22,5,9,0,13,170,138,28333,11371,276,80,106,54,170,76,276,760-240-8327,tony.penna@libertyutilities.com,1.490073451686949,40977.0199213911,0.38380679816178986,0.27092244576126345,4.959385882129794,0.5869986324827374,0,0,1.1137922770185276,1.490073451686949,0.6171011264562112,0.8729723252307378
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600316,UNION PACIFIC RR / YERMO,NTNC,Private (other),3,25,3/15/18,NA,18-Mar,Liberty Utilities Apple Valley,CA3610118,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-116.8227733,34.90202074,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1033,Community water system,NA,NA,NA,NA,Private ancillary,IOU,1 Union Pacific Rd. Yermo CA 92398,060710116021,"Block Group 1, Census Tract 116.02, San Bernardino County, California",1793,695,1200,580,0,13,0,13,136,217,0,13,376,281,57013,31564,843,369,441,221,402,290,843,760-240-8325,carol.thomas-keefer@libertyutilities.com,3.3252619052298664,189583.15700287037,0.5364598091474043,0,7.0725914544212944,1.4831535899957649,0,0,4.7334689042418034,3.3252619052298664,1.7395498223088626,1.585712082921004
LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,CA3901035,LODI USD-HENDERSON SCHOOL,NTNC,School,3,200,4/27/20,NA,20-Apr,"LODI, CITY OF",CA3910004,City,"1,2,3-TCP",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.311233,38.100499,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,68272,Community water system,55.53842969,1,NA,NA,Public ancillary,General purpose government,13451 N EXTENSION RD LODI CA 95240,060770041061,"Block Group 1, Census Tract 41.06, San Joaquin County, California",654,238,332,129,0,13,0,13,115,177,0,13,207,179,74750,28113,215,50,192,56,23,26,215,209-333-6878,tkahrs@lodi.gov,21880.475868581525,NA,6628.197560151376,888.3556218098065,63215.84061689419,23930.31948587698,57.25227114394753,259.7670361996656,29254.623938364763,21880.475868581525,11249.753895435715,10630.721973145812
LPA82 - TEHAMA COUNTY,TEHAMA,CA5201137,MILLSTREAM MOBILE HOME PARK,C,MHP,53,80,3/17/21,NA,21-Mar,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-122.1032315,40.0295933,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,404.1112924,2,NA,NA,Private ancillary,Special district,25095 TEHAMA VINA ROAD LOS MOLINOS CA 96055,061030009002,"Block Group 2, Census Tract 9, Tehama County, California",1291,480,726,237,0,13,7,11,0,13,0,13,531,420,25972,17412,470,133,324,93,146,88,470,530-384-2737,jglowden54@gmail.com,42.21622698266111,1112881.3202334235,0.04100766277013152,0,116.05428656033162,47.658989028600544,0.6233362103594355,0,65.31969328183906,42.21622698266111,29.03029324795561,13.185933734705504
LPA82 - TEHAMA COUNTY,TEHAMA,CA5200550,NEW ORCHARD MOBILE HOME PARK LLC,C,MHP,50,125,8/31/21,June.2021,21-Aug,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/neworchard_story.pdf,-122.101887,40.035619,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,863.9194458,3,NA,NA,Private ancillary,Special district,8255 HIGHWAY 99 E LOS MOLINOS CA 96055,061030009002,"Block Group 2, Census Tract 9, Tehama County, California",1291,480,726,237,0,13,7,11,0,13,0,13,531,420,25972,17412,470,133,324,93,146,88,470,530-384-2737,jglowden54@gmail.com,42.21622698266111,1112881.3202334235,0.04100766277013152,0,116.05428656033162,47.658989028600544,0.6233362103594355,0,65.31969328183906,42.21622698266111,29.03029324795561,13.185933734705504
LPA50 - MADERA COUNTY,MADERA,CA2000203,OUTBACK INC,NTNC,Private (other),4,41,11/9/21,NA,21-Nov,MINARETS HIGH SCHOOL,CA2000947,School,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,450,Non-Transient non-community system,NA,NA,NA,NA,Private ancillary,Public ancillary,26065 OUTBACK INDUSTRIAL WAY ONEALS CA 93645,060390001101,"Block Group 1, Census Tract 1.10, Madera County, California",942,625,794,624,0,13,0,13,0,13,0,13,137,168,72431,6198,244,108,243,108,1,3,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301206,DESERT HOT SPRINGS SPA HOTEL,NP,Private (other),1,520,12/9/21,NA,21-Dec,MISSION SPRINGS WD,CA3310008,County Water District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,GW,GW,GW,38694,Community water system,0,1,1,NA,Private ancillary,Special district,10805 PALM DRIVE DESERT HOT SPRINGS CA 92240,060650445182,"Block Group 2, Census Tract 445.18, Riverside County, California",2427,914,992,347,171,152,0,13,51,68,7,11,1103,687,57070,16455,741,163,475,148,266,133,741,760-329-5169,AWallum@mswd.org,13565.139782651315,NA,1065.6910518471695,2716.0582694115715,37950.22191027764,21850.77136436046,331.04552086893557,48.00682073528684,11074.739077812612,13565.139782651315,7267.275139928089,6297.864642723227
DISTRICT 24 - TULARE,TULARE,CA5402043,MONSON MARKET,NC,Private (other),2,30,3/26/21,NA,21-Mar,MONSON WATER SYSTEM,CA5403212,CSD,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3398685,36.49492889,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,140,Community water system,0,1,NA,Receiving system not in CES polygon set,Private ancillary,Special district,38845 MONSON DR DINUBA CA 93618,061070003043,"Block Group 3, Census Tract 3.04, Tulare County, California",565,289,192,105,0,13,0,13,0,13,0,13,366,258,51364,8936,140,60,87,37,53,45,140,559-730-8035,sultanacsd@gmail.com,7.788375229802923,399980.7365167805,0,0,31.424566380719323,20.351490492820027,0,0,10.683805965485714,7.788375229802923,4.839344799225061,2.949030430577862
LPA39- El Dorado County,EL DORADO,CA0900211,MOTHER LODE RIVER CENTER,NC,Private (other),3,103,12/17/18,NA,18-Dec,Mother Lode Water System,CA0900116,Private (other),None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.942086,38.826342,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,63,Transient non-community system,NA,NA,NA,NA,Private ancillary,Private ancillary,6280 CA-49 Lotus CA 95651,060170306063,"Block Group 3, Census Tract 306.06, El Dorado County, California",1293,512,1076,462,0,13,0,13,0,13,0,13,217,244,65833,49707,362,112,329,124,33,43,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 09- Sacramento,NEVADA,CA2910007,NEVADA ID - CASCADE SHORES,C,ID,393,959,8/31/17,NA,17-Aug,Nevada ID-E. George,CA2910004,Irrigation District,"Landslide, Preventative for DBPs",Multiple,0,0,0,1,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.909277,39.263953,Both,"Landslide part of issue field comes from partnerships tool, just said preventative DBCP in excel data",NA,No,No,2,Yes,SW,NA,SW,SW,17233,Community water system,6214.734188,2,NA,NA,Special district,Special district,13118 SARGENT JACOBS DRIVE NEVADA CITY CA 95959,060570007016,"Block Group 6, Census Tract 7.01, Nevada County, California",1835,462,1681,448,0,13,0,13,0,13,0,13,146,148,72375,30547,808,200,710,214,98,73,808,530-273-6185,close@nidwater.com,4596.333614816816,NA,143.61215988628686,36.32106996775247,9691.222431024333,1260.6459871912214,7.270395933710121,20.214553934110466,7884.681721240505,4596.333614816816,2198.9284814588323,2397.4051333579846
LPA59 - NEVADA COUNTY,NEVADA,CA2900540,FOREST LAKE CHRISTIAN SCHOOL,NTNC,School,3,300,5/31/18,NA,18-May,Nevada Irrigation District,CA2910014,Irrigation District,"Pb and Cu, historic SVOC and bacteriological",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.062047,39.021785,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6932,Community water system,NA,NA,NA,NA,Public ancillary,Special district,12515 COMBIE RD AUBURN CA 95603,060570001061,"Block Group 1, Census Tract 1.06, Nevada County, California",1076,506,1047,509,0,13,0,13,0,13,0,13,14,27,NA,NA,355,163,328,161,27,35,355,530-273-6185,close@nidwater.com,1753.0212342373302,NA,35.14983932543544,0,4223.6382707025405,343.64541613557094,40.00128745202142,0,3604.2269998435713,1753.0212342373302,1516.9842114920227,236.03702274530747
LPA59 - NEVADA COUNTY,NEVADA,CA2902376,CAMP AUGUSTA,NC,Private (other),10,150,9/4/19,NA,19-Sep,Nevada Irrigation District,CA2910004,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.0313527,39.3012015,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,17233,Community water system,3348.252146,1,NA,NA,Private ancillary,Special district,17530 Lake Vera-Purdon Rd NEVADA CITY CA 95959,060570008011,"Block Group 1, Census Tract 8.01, Nevada County, California",1783,474,1479,445,0,13,0,13,123,124,0,13,151,210,66766,36268,639,128,520,122,119,104,639,530-273-6185,close@nidwater.com,4596.333614816816,NA,143.61215988628686,36.32106996775247,9691.222431024333,1260.6459871912214,7.270395933710121,20.214553934110466,7884.681721240505,4596.333614816816,2198.9284814588323,2397.4051333579846
NA,TEHAMA,CA5200657,RIVERVIEW AVENUE ESTATES,C,IOU,17,45,15-May,NA,15-May,NORCAL WATER WORKS,CA5200657,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M154/K555/154555982.PDF.  Process for recievorship then started Summer 2020 with new owner.,"No records of change in ECM, would need to email lpa.",No,Yes,NA,Yes,NA,GW,GW,GW,45,Community water system,14.44679672,1,1,NA,IOU,IOU,9475 Riverview Ave Los Molinos CA 96055,061030001002,"Block Group 2, Census Tract 1, Tehama County, California",2179,364,1829,323,0,13,0,13,13,16,0,13,334,211,63819,12988,836,128,677,128,159,66,836,415-967-3429,seed4food@gmail.com,0.010888648822529615,694.9026792050175,1.693210941302452e-4,0,0.028380820316138793,0.004350249649192454,0,0,0.023822175474170655,0.010888648822529615,0.008817721594321232,0.002070927228208384
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,20-Aug,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,2,Yes,GW,NA,GW,SW,2772,Community water system,28726.07694,40,NA,NA,Private ancillary,Special district,8471 LA PORTE RD BROWNSVILLE CA 95919,061150411012,"Block Group 2, Census Tract 411.01, Yuba County, California",953,338,777,302,77,101,0,13,0,13,0,13,55,89,NA,NA,378,121,303,111,75,70,378,530-675-2567,jmaupin@nywd.org,2035.4726504252396,NA,19.73588851794873,174.13922100553282,4692.1237744280315,245.56468110386226,19.134348969811352,12.612267401227346,3958.898155170364,2035.4726504252396,1655.0611361041372,380.41151432110235
LPA43 - Imperial County,IMPERIAL,CA1300611,SHUEY SHELL CANYON WATER CO.,NC,Private (other),19,25,3/28/17,NA,17-Mar,Ocotillo Mutual Water Company,CA1300513,MWC,water outage,Capacity,0,0,0,1,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-115.994552,32.737041,Both,NA,NA,No,No,2,Yes,NA,NA,GW,GW,150,Community water system,NA,NA,NA,NA,Private - type unknown,Nonprofit private,1323 Shell Canyon Rd. Ocotillo CA 92259,060250123012,"Block Group 2, Census Tract 123.01, Imperial County, California",4765,545,513,141,856,161,45,26,95,77,18,19,3153,439,42011,33566,259,101,180,71,79,61,259,760-545-1177,dplayer3@gmail.com,0.03358119555267516,1410.7796063634362,0.012317426940170425,0.11098649958721983,0.6178162038938113,0.4088089172879721,0.005834570655870201,0.0023338282623480804,0.0665141054769203,0.03358119555267516,0.023338282623480804,0.010242912929194353
District 12 - Visalia,KERN,CA1510041,NORTH OF THE RIVER MWD,C,MWD,1,0,3/9/17,NA,17-Mar,Oildale MWC,CA1510015,MWC,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.031813,35.441807,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,36726,Community water system,74.63264935,1,NA,NA,Special district,Nonprofit private,4000 RIO DEL NORTE STREET BAKERSFIELD CA 93308,060290001041,"Block Group 1, Census Tract 1.04, Kern County, California",1327,500,753,341,0,13,0,13,383,369,0,13,191,234,49167,16134,410,116,109,83,301,133,410,661-399-5516,dnunneley@oildalewater.com,9353.40827904494,NA,1027.7262120691355,459.47276858810176,27009.898732953043,6335.0196050745035,202.9413846524742,0,17731.610330642132,9353.40827904494,3082.413887446828,6270.994391598115
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000512,BELLA VISTA MOBILE LODGE,C,MHP,84,200,10/20/17,NA,17-Oct,Paso Robles Beach Water Association,CA4010006,MWC,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.908411,35.451219,Both,cayucos beach mutual water company is the same thing,NA,No,No,2,Yes,GW,NA,GW,SWP,2373,Community water system,NA,NA,NA,NA,Private ancillary,Nonprofit private,2350 N Ocean Ave Cayucos CA 93430,060790105041,"Block Group 1, Census Tract 105.04, San Luis Obispo County, California",605,236,446,208,0,13,0,13,50,39,0,13,97,80,57292,13915,322,109,133,59,189,92,322,805-995-3766,cayucosbeachmutualwatercompany@gmail.com,169.87502665982097,9853969.923326842,5.704477131369403,0,336.24700616570027,41.79657200544873,0,0,276.4631885127832,169.87502665982097,87.88750459013622,81.98752206968476
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600125,HINKLEY ELEMENTARY SCHOOL,NTNC,School,1,527,NA,19-Oct,19-Oct,PG & E PIPELINE OPERATION,CA3600192,Private (other),None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.0470437,34.8888772,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,50,Non-Transient non-community system,NA,NA,NA,NA,Public ancillary,Private ancillary,37600 Hinkley Rd. Hinkley CA 92347,060710119001,"Block Group 1, Census Tract 119, San Bernardino County, California",220,170,70,74,0,13,0,13,5,9,0,13,145,152,42222,14698,88,64,88,64,0,13,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,TUOLUMNE,CA5500157,USFS PINECREST REC AREA,NTNC,Federal,20,361,9/18/18,NA,18-Sep,Pinecrest Permittees Assn,CA5510004,PA,Total trihalomethanes,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.997221,38.19084,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1253,Community water system,NA,NA,NA,NA,Public ancillary,Nonprofit private,18 Pinecreat Lake Rd Pinecrest CA 95364,061090031032,"Block Group 2, Census Tract 31.03, Tuolumne County, California",328,181,229,162,0,13,0,13,50,69,0,13,38,44,42379,35046,135,111,0,13,135,111,135,209-965-3234,pinecrestca@yahoo.com,0.22671293514300905,9607.86747842558,0.08396775375667002,0,0.5508284646437553,0.06381549285506921,0,0,0.38457231220554866,0.22671293514300905,0,0.22671293514300905
LPA61 - PLACER COUNTY,PLACER,CA3103257,LDS RECREATION BALL PARK,NC,Private (other),1,25,12/5/18,NA,18-Dec,Placer County Water Agency,CA3110025,Special Act District,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.1672176,38.83324,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,83546,Community water system,NA,NA,NA,NA,Private ancillary,Special district,8401 Boulder Creek Pl. Penryn CA 95663,060610206081,"Block Group 1, Census Tract 206.08, Placer County, California",2369,636,1656,406,99,103,54,82,3,7,0,13,373,346,206106,60179,727,183,577,190,150,91,727,530-823-2066,jshepard@pcwa.net,33977.78051675648,NA,9209.983220050442,1684.805166688312,97857.78978290634,12417.37848962957,265.0942670242253,125.43179317511606,68744.09053727025,33977.78051675648,24276.858980039204,9700.921536717266
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,21-Sep,NA,21-Sep,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,OTHER,I think is just too recent to be on list and will be added. Press release here: https://www.waterboards.ca.gov/press_room/press_releases/2021/pcwa-swb-joint-release-9.23.21-FINAL-pcwa.pdf,"Yes, will be added to map next q",No,No,2,Yes,SWP,SWP,SWP,SW,83546,Community water system,111.1440107,2,1,NA,Private ancillary,Special district,1588 LISA DRIVE NEWCASTLE CA 95658,060610205022,"Block Group 2, Census Tract 205.02, Placer County, California",536,127,441,127,0,13,0,13,16,19,0,13,33,34,NA,NA,307,58,299,59,8,13,307,530-823-2066,jshepard@pcwa.net,33977.78051675648,NA,9209.983220050442,1684.805166688312,97857.78978290634,12417.37848962957,265.0942670242253,125.43179317511606,68744.09053727025,33977.78051675648,24276.858980039204,9700.921536717266
District 19 - Tehachapi,KERN,CA1502724,QUAIL VALLEY WATER DIST-EASTSIDE SYSTEM,C,Water District,28,75,9/1/18,Aug.2018,18-Sep,QVWD-West & East Combine Water System,CA1503226,Water District,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.3229383,35.17014162,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,207,Community water system,1761.618932,4,NA,NA,Special district,Special district,10032 Bloemfontein Ct TEHACHAPI CA 93561,060290060042,"Block Group 2, Census Tract 60.04, Kern County, California",521,185,339,97,1,2,0,13,3,7,0,13,116,131,44201,5424,277,74,236,67,41,37,277,661-822-1966,randy@qvwd.org,30.519988468480943,1357336.0307047614,0.35982109252043487,0.10782448864555082,57.3859432506651,12.677813661889786,0,0,37.5190180850014,30.519988468480943,25.965359081591252,4.554629386889692
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,17-Jun,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,184385,Community water system,NA,NA,NA,NA,Special district,Special district,4855 Hamilton St. Sacramento CA 95841,060670075041,"Block Group 1, Census Tract 75.04, Sacramento County, California",903,201,532,158,36,30,13,30,11,11,0,13,274,141,77361,29217,319,64,209,52,110,47,319,916-972-7171,munderwood@sswd.org,71176.59053927303,NA,18974.14628902349,17979.06638737115,189497.17941037947,40320.633931300035,642.4867473295518,791.4454853283058,99954.92235631582,71176.59053927303,34073.800821511526,37102.78971776145
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,19-Sep,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,"I'm not entirely clear what ""waterworks standard"" means in the issue summary but I think TMF makes sense",NA,No,No,2,Yes,GW,NA,GW,GW,254000,Community water system,84.33895787,2,NA,NA,Nonprofit private,IOU,5044 COGSWELL ROAD EL MONTE CA 91732,060374325021,"Block Group 1, Census Tract 4325.02, Los Angeles County, California",2097,1096,70,77,0,13,0,13,751,414,43,71,1233,1051,67353,11580,458,132,260,137,198,126,458,626-448-6183,RJDIPRIMIO@SGVWATER.COM,61225.569477306904,NA,59485.69317823897,2085.8141483535874,234583.1325112881,156410.4669754187,456.7286885933849,661.7232789216691,13579.985617117805,61225.569477306904,37204.973907883315,24020.59556942364
