PWS ID,PWS Name,PWS Type,Population Served Count,# of Facilities,# of Violations,# of Site Visits,Primary Source,Primary Source Code,Address Line1,Address Line2,Counties Served
CA0800552,NORTHCREST TRAILER CITY,Community water system,250,5,13,18,Ground water,GW,Mr. Macy Burnham,2769 Newburgh Way,Del Norte
CA2702456,MONTEREY ONE WATER (FORMERLY MRWPCA),Non-Transient non-community system,73,7,18,8,Ground water,GW,5 HARRIS COURT BLDG D,,Monterey
CA4600003,TREASURE MOUNTAIN CAMP,Transient non-community system,200,2,5,8,Ground water,GW,4125 San Juan Avenue,,Sierra
CA0409193,LIBERTY 1ST WARD MEETING HOUSE,Transient non-community system,151,2,1,1,Ground water,GW,4125 San Juan Avenue,,Butte
CA3200134,BLAIRSDEN WATER USERS ASSN,Community water system,200,4,33,11,Ground water,GW,P.O. Box 5,,Plumas
CA4410014,SAN LORENZO VALLEY WATER DIST,Community water system,"21,145",44,6,27,Surface water,SW,13060 HIGHWAY 9,,Santa Cruz
CA0901217,BEAR STATE WATER WORKS,Community water system,100,9,11,6,Ground water,GW,21375 MEADOW OAKS LANE,,El Dorado
CA2702172,STONEPINE RESORT WS,Non-Transient non-community system,106,7,18,5,Groundwater under influence of surface water,GU,,PO BOX 1543,Monterey
CA2702736,UNITARIAN UNIVERSALIST CHURCH WS,Transient non-community system,25,3,3,3,Ground water,GW,,490 Aguajito Rd,Monterey
CA1300571,UC DESERT RESEARCH AND EXTENSION CENTER,Non-Transient non-community system,49,3,61,7,Surface water purchased,SWP,1004 E. HOLTON ROAD,,Imperial
CA2700728,SAN ARDO WD,Community water system,575,6,12,10,Ground water,GW,P.O. BOX 238,,Monterey
CA2700592,HARRISON RD WS #01,Non-Transient non-community system,40,2,44,11,Ground water,GW,,674 Harrison Rd,Monterey
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Community water system,260,3,8,3,Ground water,GW,55 Wambold lane,,Sonoma
CA2701280,NEPENTHE WS,Community water system,550,5,31,8,Surface water,SW,NEPENTHE,48510 HWY 1,Monterey
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",Community water system,"18,533",18,6,26,Surface water purchased,SWP,11710 E. TELEGRAPH ROAD,,Los Angeles
CA5402022,BRAVO FARMS TRAVER,Transient non-community system,25,5,19,7,Ground water,GW,1691 Retheford St,,Tulare
CA5205009,RED BLUFF FISH & WILDLIFE OFFICE,Non-Transient non-community system,35,5,5,5,Ground water,GW,10950 TYLER ROAD,,Tehama
CA4100533,SKYLONDA MUTUAL,Community water system,420,10,50,61,Surface water,SW,1755 La Honda Road #95,,San Mateo
CA4901357,COVIN WATER SYSTEM,Transient non-community system,51,4,6,2,Ground water,GW,230 Pheasant Drive,,Sonoma
CA3010004,MESA  WATER DISTRICT,Community water system,"110,000",61,2,46,Surface water purchased,SWP,1965 PLACENTIA AVENUE,,Orange
CA2000618,EASTMAN LAKE HEADQUARTERS,Transient non-community system,25,14,25,12,Ground water,GW,32175 ROAD 29,,Madera
CA2000810,CODORNIZ REC AREA  EASTMAN LK,Transient non-community system,108,14,4,9,Ground water,GW,32175 ROAD 29,,Madera
CA2000808,CHOWCHILLA REC AREA EASTMAN LAKE,Transient non-community system,82,14,2,11,Ground water,GW,32175 ROAD 29,,Madera
CA4000819,EDNA VALLEY VINEYARDS,Non-Transient non-community system,25,3,0,3,Ground water,GW,2585 BIDDLE RANCH RD,,San Luis Obispo
CA2300584,MENDOCINO SCHOOL DISTRICT- MENDOCINO,Non-Transient non-community system,768,9,3,7,Ground water,GW,P.O. Box 1154,,Mendocino
CA2300846,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,Non-Transient non-community system,25,3,0,3,Ground water,GW,P.O. Box 1154,,Mendocino
CA3400217,HOMETOWN COLONIAL ESTATES LLC,Community water system,438,4,5,20,Ground water,GW,10026 HORN RD,,Sacramento
CA3901181,NORTHWEST PIPE COMPANY,Non-Transient non-community system,100,2,28,73,Ground water,GW,10100 W LINNE ROAD,,San Joaquin
CA2900330,SIERRA FAMILY MEDICAL CLINIC,Non-Transient non-community system,125,2,1,1,Ground water,GW,15301 Tyler Foote Crossing Road,,Nevada
CA5400994,HOPE ELEMENTARY SCHOOL,Non-Transient non-community system,275,4,11,6,Ground water,GW,613 W. TEAPOT DOME AVE,,Tulare
CA4200612,MEADOWLARK RANCHES MUTUAL WATER COMPANY,Community water system,150,7,6,9,Ground water,GW,PO BOX 627,,Santa Barbara
CA1600022,"WESTSIDE HARVESTING, LLC",Non-Transient non-community system,53,3,9,12,Ground water,GW,29951 OMAHA AVE.,,Kings
CA2900108,HEAUSERS PLAZA TIRE,Transient non-community system,100,2,0,3,Ground water,GW,17317 PENN VALLEY DR.,,Nevada
CA0300099,HELWIG WINERY,Transient non-community system,32,3,2,6,Ground water,GW,11555 SHENANDOAH ROAD,,Amador
CA4200856,SAGEBRUSH ANNIE'S RESTAURANT,Transient non-community system,50,3,4,8,Ground water,GW,4211 HIGHWAY 33,,Santa Barbara
CA0300032,SILVER LAKE CAMPGROUND,Transient non-community system,500,2,6,10,Ground water,GW,292 Summerset Dr.,,Amador
CA0300033,BEAR RIVER CAMP--SOUTH SHORE,Transient non-community system,200,2,4,18,Ground water,GW,292 Summerset Dr.,,Amador
CA0300034,BEAR RIVER GROUP CAMPGROUND,Transient non-community system,125,3,7,17,Ground water,GW,292 Summerset Dr.,,Amador
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,Community water system,206,4,45,8,Ground water,GW,3749 LINCOLN RD.,,Santa Barbara
CA2902367,TRUCKEE RIVER RV PARK,Transient non-community system,103,2,2,8,Ground water,GW,10068 HIRSCHDALE ROAD,,Nevada
CA3301275,LA COCINA,Transient non-community system,30,2,11,9,Ground water,GW,56400 HWY 371,,Riverside
CA0500082,ANGELS CAMP RV/CAMPING RESORT,Transient non-community system,228,3,28,16,Ground water,GW,P.O. BOX 847,,Calaveras
CA1009078,HARRIS FEEDING COMPANY,Community water system,225,3,75,18,Surface water,SW,P.O. Box 220,,Fresno
CA1000526,HARRIS RANCH BEEF CO,Non-Transient non-community system,25,5,2,7,Ground water,GW,P.O. Box 220,,Fresno
CA3610004,WEST VALLEY WATER DISTRICT,Community water system,"94,332",69,7,16,Surface water,SW,855 W. BASE LINE RD,P.O. BOX 920,San Bernardino
CA0605004,ADM RICE INC.,Non-Transient non-community system,68,8,3,7,Ground water,GW,PO Box 990,,Colusa
CA3710021,SAN DIEGUITO WD,Community water system,"39,722",2,0,10,Surface water purchased,SWP,160 Calle Magdalena,,San Diego
CA2910002,CITY OF NEVADA CITY,Community water system,"3,148",7,2,27,Surface water,SW,317 Broad St.,,Nevada
CA5000590,CEBRO FROZEN FOODS (EH),Non-Transient non-community system,25,4,3,5,Ground water,GW,PO BOX 580,,Stanislaus
CA5000529,SUNRISE ROCK & REDI-MIX,Non-Transient non-community system,25,2,3,6,Ground water,GW,4518  OAKDALE RD,,Stanislaus
CA0707595,BYRON INN,Transient non-community system,60,2,4,23,Ground water,GW,PO BOX 339,,Contra Costa
CA0900650,ECHO LAKE CAMP,Transient non-community system,120,5,30,7,Surface water,SW,2180 MILVIA ST,,El Dorado
CA1502673,GATEWAY MARKET WATER SYSTEM,Transient non-community system,154,2,1,3,Ground water,GW,P.O. BOX 1180,,Kern
CA4210001,CARPINTERIA VALLEY WATER DISTRICT,Community water system,"15,996",22,3,22,Surface water purchased,SWP,1301 Santa Ynez Avenue,,Santa Barbara
CA3700047,TECATE SUPERMARKET,Transient non-community system,25,2,5,7,Ground water,GW,1911 Vista Grande Rd.,,San Diego
CA3500927,ENZA ZADEN RESEARCH,Non-Transient non-community system,65,4,4,3,Ground water,GW,525 Lucy Brown Lane,,San Benito
CA4700894,DOLLAR GENERAL STORE - WEED,Transient non-community system,50,1,0,2,Ground water,GW,1188 East Main Street,,Siskiyou
CA3610038,"RIALTO, CITY OF",Community water system,"54,453",47,3,10,Surface water purchased,SWP,P.O. Box 800,,San Bernardino
CA4901269,UNITED RENTALS,Transient non-community system,30,4,4,2,Ground water,GW,3939 Moorland Avenue S,,Sonoma
CA5402036,R-RANCH IN THE SEQUOIAS,Community water system,330,7,30,7,Ground water,GW,HC1 Box 104,,Tulare
CA0710009,TOWN OF DISCOVERY BAY,Community water system,"16,790",18,3,17,Ground water,GW,1800 Willow Lake Road,,Contra Costa
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,Non-Transient non-community system,650,3,10,19,Ground water,GW,3920 Shoemake Avenue,,Stanislaus
CA4000707,"LONGBRANCH SALOON, THE",Transient non-community system,30,3,18,7,Ground water,GW,PO Box 302,,San Luis Obispo
CA4000809,CONGREGATION BETH DAVID,Transient non-community system,25,4,0,4,Ground water,GW,10180 Los Osos Valley Road,,San Luis Obispo
CA2110009,SLIDE RANCH,Transient non-community system,42,3,6,6,Groundwater under influence of surface water,GU,2025 Shoreline Highway,,Marin
CA1800573,RICHMOND ELEMENTARY SCHOOL,Non-Transient non-community system,247,3,5,10,Ground water,GW,700-585 Richmond Road,,Lassen
CA3600406,NEWBERRY MOUNTAIN RV & MOTEL,Transient non-community system,25,2,5,25,Ground water,GW,47800 NATIONAL TRAILS HWY,,San Bernardino
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",Community water system,"76,443",32,59,37,Surface water purchased,SWP,4244 SANTA ANA ST,,Los Angeles
CA4400530,LAND OF MEDICINE BUDDHA,Non-Transient non-community system,89,3,4,9,Ground water,GW,5800 prescott rd,,Santa Cruz
CA5800866,LAKE FRANCIS RESORT,Transient non-community system,100,2,2,4,Ground water,GW,PO BOX 39,,Yuba
CA4400717,KENNOLYN CAMP,Transient non-community system,213,4,12,7,Ground water,GW,8400 Glen Haven Rd,,Santa Cruz
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,Community water system,"62,602",58,0,15,Ground water,GW,P.O. Box 7005,,San Bernardino
CA3610118,APPLE VALLEY RANCHOS WATER CO - YERMO,Community water system,"1,033",14,52,8,Ground water,GW,P.O. Box 7005,,San Bernardino
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,Community water system,50,3,28,6,Ground water,GW,5405 Alton Parkway Ste. A207,,Lake
CA0706045,WAHL FAMILY WATER SYSTEM,Transient non-community system,65,3,14,23,Ground water,GW,1823 PHEASANT RUN TERRACE,,Contra Costa
CA1000483,RIVER RANCH RAISINS,Transient non-community system,40,3,43,4,Ground water,GW,774 Mays Blvd #10185,,Fresno
CA2400169,E & J GALLO WINERY,Non-Transient non-community system,251,17,3,5,Ground water,GW,18000 W. RIVER ROAD,,Merced
CA4510800,CAL FIRE - SUGAR PINE CONSERVATION CAMP,Non-Transient non-community system,120,3,7,6,Ground water,GW,PO Box 99,15905 Sugar Pine Camp Rd.,Shasta
CA1300572,VALLEY MOBILE HOME PARK,Community water system,70,4,44,23,Surface water,SW,52 East Anza Road,,Imperial
CA5000141,LIBITZKY,Non-Transient non-community system,125,5,5,14,Ground water,GW,"8150 Sierra College Blvd, Suite 270",,Stanislaus
CA4800753,VINEYARD RV PARK,Community water system,365,4,2,9,Ground water,GW,4985 MIDWAY ROAD,,Solano
CA1502315,CAMP OWEN WATER SYSTEM,Community water system,225,8,2,6,Ground water,GW,14401 Sierra Way,,Kern
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,Community water system,60,3,10,6,Ground water,GW,6101 E. Marita St.,,Kern
CA3103309,WASHOE HEIGHTS WATER ASSOCIATION,Transient non-community system,25,2,0,0,Ground water,GW,P.O. Box 6211,,Placer
CA2000587,YOSEMITE RV RESORT,Transient non-community system,350,14,12,7,Ground water,GW,34094 Hwy 41,,Madera
CA4010305,MONTANA DE ORO STATE PARK,Transient non-community system,990,10,3,10,Surface water,SW,750 Hearst Castle Road,,San Luis Obispo
CA1910007,AZUSA LIGHT AND WATER,Community water system,"106,400",45,1,50,Surface water,SW,729 N. AZUSA AVENUE,,Los Angeles
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,Community water system,"3,145",12,49,11,Ground water,GW,P.O. Box 248,,Fresno
CA2400046,BLACK RASCAL WATER COMPANY,Community water system,367,3,6,5,Ground water,GW,3259 Madroan Avenue,,Merced
CA3500900,ASHFORD HIGHLANDS MWC,Community water system,132,7,10,6,Ground water,GW,4105 Ashford Circle,,San Benito
CA0900103,SILVERFORK STORE WATER SYSTEM,Transient non-community system,50,3,5,6,Ground water,GW,13200 HWY 50,,El Dorado
CA4010300,HEARST MONUMENT STATE PARK,Non-Transient non-community system,200,4,5,16,Surface water,SW,750 Hearst Castle Road,,San Luis Obispo
CA4010301,HEARST MEMORIAL STATE BEACH,Transient non-community system,500,3,1,12,Ground water,GW,750 Hearst Castle Road,,San Luis Obispo
CA1900803,EL DORADO MUTUAL WATER CO.,Community water system,660,5,9,7,Surface water purchased,SWP,P.O. Box 900519,,Los Angeles
CA4700870,MDF-MEDICINE LAKE,Transient non-community system,250,3,2,5,Surface water,SW,225 W. 8th St.,,Siskiyou
CA3301171,BRADFORD RUN RV,Community water system,100,2,4,8,Ground water,GW,50005 Bradford Road,,Riverside
CA1000186,HELM SCHOOL,Community water system,146,4,4,9,Ground water,GW,13883 S. Lassen Avenue,,Fresno
CA4700705,OAK KNOLL WORK CENTER,Transient non-community system,25,7,4,6,Surface water,SW,1711 South Main Street,,Siskiyou
CA4700702,MT. HEBRON WORK CENTER,Transient non-community system,30,6,2,7,Surface water,SW,1711 South Main Street,,Siskiyou
CA3410008,ELK GROVE WATER SERVICE,Community water system,"42,540",33,6,34,Ground water,GW,9257 ELK GROVE BLVD.,,Sacramento
CA5000588,AT&T WATER SYSTEM,Non-Transient non-community system,80,2,2,5,Ground water,GW,"5001 Executive Parkway, RM 4W200N",,Stanislaus
CA1400011,MOUNT WHITNEY FISH HATCHERY,Transient non-community system,50,4,2,3,Ground water,GW,89 Golden Trout Circle,,Inyo
CA1502753,TEHACHAPI CHURCH OF THE NAZARENE,Non-Transient non-community system,469,2,10,5,Ground water,GW,19016 Highline Rd.,,Kern
CA5401099,SIERRA CHRISTIAN CAMP,Transient non-community system,136,3,8,5,Ground water,GW,44503 Old Stage Road,,Tulare
CA2000535,BEASORE MUTUAL WATER CO.,Transient non-community system,100,12,12,9,Ground water,GW,58693 MINARETS ROAD,,Madera
CA1503360,DIAMOND JIM S CASINO,Non-Transient non-community system,460,2,7,5,Ground water,GW,PO Box 670,,Kern
CA3600031,BIG PINE TRACT,Community water system,300,7,4,40,Ground water,GW,P.O. Box 1510,,San Bernardino
CA4400750,APTOS HIGH SCHOOL,Non-Transient non-community system,"1,925",3,5,10,Ground water,GW,205 Blackburn St,,Santa Cruz
CA4400757,ALIANZA CHARTER SCHOOL/WCSA,Non-Transient non-community system,967,2,5,36,Ground water,GW,205 Blackburn St,,Santa Cruz
CA4400758,RENAISSANCE HIGH SCHOOL,Non-Transient non-community system,250,3,7,85,Ground water,GW,205 Blackburn St,,Santa Cruz
CA3705061,"CITY OF SAN DIEGO, CAMP MORENA",Transient non-community system,200,5,4,8,Ground water,GW,5530 Kiowa Drive,,San Diego
CA4300814,SCC ANIMAL SHELTER/AIRPORT,Transient non-community system,25,3,1,4,Ground water,GW,2500 Cunningham Avenue,,Santa Clara
CA3301309,HAMILTON SCHOOL,Non-Transient non-community system,958,7,9,9,Ground water,GW,1791 Acacia Ave.,,Riverside
CA3301308,COTTONWOOD SCHOOL,Non-Transient non-community system,312,6,12,9,Ground water,GW,1791 Acacia Ave.,,Riverside
CA3000734,KNOTT S BERRY FARM,Non-Transient non-community system,"3,000",15,5,9,Surface water purchased,SWP,8039 Beach Blvd.,,Orange
CA1400044,PANAMINT SPRINGS RESORT,Transient non-community system,218,4,1,15,Surface water,SW,P.O Box 395,,Inyo
CA3610005,LAKE ARROWHEAD CSD,Community water system,"7,008",22,0,9,Surface water,SW,P.O. Box 700,,San Bernardino
CA3600183,NIPTON WATER AND POWER,Transient non-community system,300,2,3,28,Ground water,GW,107355 Nipton Rd.,,San Bernardino
CA3610045,LACSD - RIMFOREST,Community water system,820,7,3,6,Surface water purchased,SWP,P.O. Box 700,,San Bernardino
CA1000129,YMCA CAMP REDWOOD,Transient non-community system,180,6,12,4,Ground water,GW,320 N. Akers Street,,Fresno
CA1000128,YMCA CAMP TULEQUOIA/MILLWOOD,Transient non-community system,140,2,12,6,Ground water,GW,320 N. Akers Street,,Fresno
CA1000130,YMCA CAMP SEQUOIA GAINES,Transient non-community system,164,2,8,4,Ground water,GW,320 N. Akers Street,,Fresno
CA5210302,WM. B. IDE ADOBE,Transient non-community system,28,4,4,9,Ground water,GW,400 Glen Dr.,,Tehama
CA1110300,IRVINE FINCH RIVER ACCESS,Transient non-community system,25,2,3,7,Ground water,GW,400 Glen Dr.,,Glenn
CA1910081,LYNWOOD PARK MUTUAL WATER CO.,Community water system,"2,300",6,12,59,Ground water,GW,2644 E. 124TH STREET,,Los Angeles
CA5210301,WOODSON BRIDGE S.R.A.,Transient non-community system,37,3,6,9,Ground water,GW,400 Glen Dr.,,Tehama
CA4510302,DP&R - MCARTHUR-BURNEY FALLS SP,Transient non-community system,"1,800",3,1,5,Ground water,GW,400 Glen Dr.,,Shasta
CA4510303,DP&R - CASTLE CRAGS SP,Transient non-community system,425,9,0,6,Ground water,GW,400 Glen Dr.,,Shasta
CA1400009,PARCHER'S RESORT,Transient non-community system,45,3,31,3,Ground water,GW,5001 South Lake Road,,Inyo
CA1400014,BISHOP COUNTRY CLUB,Non-Transient non-community system,188,2,9,6,Ground water,GW,PO BOX 1586,,Inyo
CA5500266,HOUSEBOAT MINI MART,Transient non-community system,26,2,3,7,Ground water,GW,1006 MTN VIEW ROAD,,Tuolumne
CA5500213,KENNEDY MEADOWS RESORT,Transient non-community system,100,2,26,6,Ground water,GW,P.O. BOX 4010,,Tuolumne
CA5500001,USFS BAKER/DEADMAN CGD,Transient non-community system,275,3,0,8,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500359,USFS BLACK OAK CAMPGROUND,Transient non-community system,50,3,0,2,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500358,USFS BEARDSLEY CAMPGROUND,Transient non-community system,25,3,0,2,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500263,USFS SOURGRASS CAMPGD,Transient non-community system,35,3,2,4,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500253,USFS LOST CLAIM,Transient non-community system,60,2,2,6,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500250,USFS HULL CREEK CAMPGD,Transient non-community system,95,4,1,5,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500248,USFS SANDBAR FLAT CAMPGD,Transient non-community system,26,2,3,3,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500186,USFS FRASER FLAT CAMPGD,Transient non-community system,120,2,5,6,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500179,USFS STRAWBERRY ADMIN. SITE,Transient non-community system,25,3,2,8,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500178,USFS BEARDSLEY PICNIC GROUND,Transient non-community system,268,3,27,4,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA5500176,USFS CLARK FORK CAMPD,Transient non-community system,612,2,1,6,Ground water,GW,19777 GREENLEY ROAD,,Tuolumne
CA4901377,FORT ROSS VINEYARDS,Transient non-community system,50,3,0,1,Ground water,GW,1212 Oakland Avenue,,Sonoma
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,Community water system,"86,895",9,0,17,Surface water purchased,SWP,7051 DUBLIN BLVD,,Alameda
CA5400884,ROCKFORD SCHOOL,Non-Transient non-community system,285,5,10,6,Ground water,GW,14983 RD 208,,Tulare
CA2100582,NICASIO SCHOOL,Non-Transient non-community system,40,3,21,2,Groundwater under influence of surface water,GU,P.O. Box 711,,Marin
CA3902187,WEST 11TH STREET CHEVRON WATER SYSTEM,Transient non-community system,25,2,0,2,Ground water,GW,3940 N TRACY BLVD,,San Joaquin
CA3900593,UNION POINT MARINA BAR & GRILL INC,Transient non-community system,25,3,9,28,Ground water,GW,PO BOX 2970,,San Joaquin
CA3901482,OASIS MARKET & PRODUCE,Transient non-community system,25,2,5,21,Ground water,GW,1350 FRENCH CAMP RD,,San Joaquin
CA3901318,S M S BRINERS INC,Non-Transient non-community system,30,10,6,56,Ground water,GW,1000 KILKARE RD,,San Joaquin
CA3901041,LODI AIRPORT CAFE,Transient non-community system,50,5,7,33,Ground water,GW,PO BOX 10,,San Joaquin
CA3901354,LARSEN RANCH 39-40/WATER SYSTEM,Non-Transient non-community system,30,3,22,69,Ground water,GW,21336 S MANTECA RD,,San Joaquin
CA3901124,DENNY BOYS WATER SYSTEM,Transient non-community system,300,2,8,25,Ground water,GW,5940 N HWY 99,,San Joaquin
CA0900300,KYBURZ MUTUAL WATER COMPANY,Community water system,150,5,32,5,Surface water,SW,P O BOX 1,,El Dorado
CA0900116,MOTHER LODE WATER SYSTEM,Transient non-community system,63,5,0,2,Ground water,GW,PO BOX 456,,El Dorado
CA0901260,CODY WATER ASSOCIATION,Transient non-community system,181,3,3,6,Surface water,SW,4307  HUSSEY DR,,El Dorado
CA2702537,PREMIUM PACKING INC WS,Transient non-community system,25,2,5,7,Ground water,GW,PO BOX 4500,,Monterey
CA3900965,COLLEGEVILLE MARKET & CAFE,Transient non-community system,150,2,1,24,Ground water,GW,13521 E  MARIPOSA RD,,San Joaquin
CA2400134,BUHACH PRESCHOOL (KINDERCARE),Non-Transient non-community system,110,5,18,5,Ground water,GW,2606 N. Buhach Road,,Merced
CA2400140,NAGAME JAPANESE RESTAURANT,Transient non-community system,60,3,6,2,Ground water,GW,2650 W. 16TH ST.,,Merced
CA5101013,RANCH HOUSE RESTAURANT & BAR,Transient non-community system,25,2,10,10,Ground water,GW,1753 Del Lago St.,,Sutter
